clip_id,fsid,cls,split,source,duration_sec,note
180694,180694,background,test,FSD50K,4.629,hard_neg:glass_dishes
180737,180737,background,test,FSD50K,2.736,hard_neg:alarm
180913,180913,background,test,FSD50K,3.205,hard_neg:alarm
181363,181363,background,test,FSD50K,27.847,hard_neg:alarm
181937,181937,background,test,FSD50K,16.082,hard_neg:alarm
182401,182401,background,test,FSD50K,15.0,hard_neg:alarm
184441,184441,background,test,FSD50K,13.952,hard_neg:alarm
185056,185056,background,test,FSD50K,2.96,hard_neg:alarm
185196,185196,background,test,FSD50K,4.296,hard_neg:alarm
185197,185197,background,test,FSD50K,3.274,hard_neg:alarm
185631,185631,background,test,FSD50K,2.457,hard_neg:alarm
186096,186096,background,test,FSD50K,2.939,hard_neg:alarm
186393,186393,background,test,FSD50K,6.27,hard_neg:alarm
186419,186419,background,test,FSD50K,3.623,hard_neg:glass_dishes
186474,186474,background,test,FSD50K,6.096,hard_neg:alarm
186686,186686,background,test,FSD50K,4.0,hard_neg:glass_dishes
186692,186692,background,test,FSD50K,8.0,hard_neg:glass_dishes
187600,187600,background,test,FSD50K,25.323,hard_neg:alarm
188009,188009,background,test,FSD50K,17.973,hard_neg:glass_dishes
188032,188032,background,test,FSD50K,1.345,hard_neg:alarm
189327,189327,background,test,FSD50K,4.99,hard_neg:alarm
189332,189332,background,test,FSD50K,16.396,hard_neg:alarm
189727,189727,background,test,FSD50K,0.664,hard_neg:alarm
189754,189754,background,test,FSD50K,0.968,hard_neg:alarm
189755,189755,background,test,FSD50K,0.967,hard_neg:alarm
189764,189764,background,test,FSD50K,2.551,hard_neg:alarm
189765,189765,background,test,FSD50K,1.326,hard_neg:alarm
189766,189766,background,test,FSD50K,0.934,hard_neg:alarm
189843,189843,background,test,FSD50K,12.029,hard_neg:baby_cry
190647,190647,background,test,FSD50K,18.612,hard_neg:alarm
190953,190953,background,test,FSD50K,21.866,hard_neg:alarm
191125,191125,background,test,FSD50K,17.796,hard_neg:alarm
191733,191733,background,test,FSD50K,7.905,hard_neg:alarm
191901,191901,background,test,FSD50K,6.006,hard_neg:alarm
192002,192002,background,test,FSD50K,16.861,hard_neg:scream_crowd
1922,1922,background,test,FSD50K,15.441,hard_neg:scream_crowd
192454,192454,background,test,FSD50K,21.003,hard_neg:alarm
1925,1925,background,test,FSD50K,18.439,hard_neg:scream_crowd
193060,193060,background,test,FSD50K,2.764,hard_neg:glass_dishes
19345,19345,background,test,FSD50K,7.96,hard_neg:scream_crowd
195411,195411,background,test,FSD50K,7.692,hard_neg:scream_crowd
196117,196117,background,test,FSD50K,9.316,hard_neg:scream_crowd
196139,196139,background,test,FSD50K,4.738,hard_neg:alarm
196259,196259,background,test,FSD50K,22.988,hard_neg:alarm
196645,196645,background,test,FSD50K,14.928,hard_neg:scream_crowd
197222,197222,background,test,FSD50K,2.077,hard_neg:alarm
197223,197223,background,test,FSD50K,1.0,hard_neg:alarm
197224,197224,background,test,FSD50K,1.125,hard_neg:alarm
197225,197225,background,test,FSD50K,0.831,hard_neg:alarm
198241,198241,background,test,FSD50K,23.986,hard_neg:alarm
198385,198385,background,test,FSD50K,3.197,hard_neg:glass_dishes
198394,198394,background,test,FSD50K,0.612,hard_neg:glass_dishes
198395,198395,background,test,FSD50K,0.688,hard_neg:glass_dishes
198396,198396,background,test,FSD50K,0.406,hard_neg:glass_dishes
198397,198397,background,test,FSD50K,0.376,hard_neg:glass_dishes
198402,198402,background,test,FSD50K,1.384,hard_neg:glass_dishes
19853,19853,background,test,FSD50K,2.996,hard_neg:alarm
198612,198612,background,test,FSD50K,7.57,hard_neg:alarm
198841,198841,background,test,FSD50K,6.323,hard_neg:alarm
198844,198844,background,test,FSD50K,7.282,hard_neg:alarm
19911,19911,background,test,FSD50K,1.715,hard_neg:alarm
199277,199277,background,test,FSD50K,12.75,hard_neg:scream_crowd
199922,199922,background,test,FSD50K,16.508,hard_neg:glass_dishes
200809,200809,background,test,FSD50K,28.0,hard_neg:alarm
201899,201899,background,test,FSD50K,29.0,hard_neg:alarm
202029,202029,background,test,FSD50K,5.0,hard_neg:alarm
202498,202498,background,test,FSD50K,8.859,hard_neg:scream_crowd
204186,204186,background,test,FSD50K,5.657,hard_neg:alarm
205887,205887,background,test,FSD50K,19.973,hard_neg:alarm
206080,206080,background,test,FSD50K,1.483,hard_neg:alarm
206081,206081,background,test,FSD50K,0.741,hard_neg:alarm
206082,206082,background,test,FSD50K,0.782,hard_neg:alarm
206144,206144,background,test,FSD50K,7.542,hard_neg:glass_dishes
206150,206150,background,test,FSD50K,8.561,hard_neg:glass_dishes
206151,206151,background,test,FSD50K,4.764,hard_neg:glass_dishes
206153,206153,background,test,FSD50K,2.619,hard_neg:glass_dishes
206154,206154,background,test,FSD50K,12.872,hard_neg:glass_dishes
206157,206157,background,test,FSD50K,8.561,hard_neg:glass_dishes
206171,206171,background,test,FSD50K,2.675,hard_neg:glass_dishes
207135,207135,background,test,FSD50K,17.0,hard_neg:alarm
207451,207451,background,test,FSD50K,21.201,hard_neg:baby_cry
207871,207871,background,test,FSD50K,9.92,hard_neg:alarm
209523,209523,background,test,FSD50K,3.081,hard_neg:alarm
209536,209536,background,test,FSD50K,5.163,hard_neg:alarm
209969,209969,background,test,FSD50K,16.28,hard_neg:alarm
209970,209970,background,test,FSD50K,4.069,hard_neg:alarm
209977,209977,background,test,FSD50K,0.8,hard_neg:alarm
209979,209979,background,test,FSD50K,5.945,hard_neg:glass_dishes
209990,209990,background,test,FSD50K,19.88,hard_neg:scream_crowd
210059,210059,background,test,FSD50K,8.917,hard_neg:glass_dishes
210083,210083,background,test,FSD50K,1.044,hard_neg:glass_dishes
210241,210241,background,test,FSD50K,0.995,hard_neg:glass_dishes
210254,210254,background,test,FSD50K,15.633,hard_neg:alarm
210262,210262,background,test,FSD50K,15.633,hard_neg:alarm
210269,210269,background,test,FSD50K,15.633,hard_neg:alarm
210270,210270,background,test,FSD50K,15.633,hard_neg:alarm
210299,210299,background,test,FSD50K,1.411,hard_neg:glass_dishes
210363,210363,background,test,FSD50K,1.931,hard_neg:alarm
210513,210513,background,test,FSD50K,9.586,hard_neg:alarm
210612,210612,background,test,FSD50K,17.32,hard_neg:alarm
211528,211528,background,test,FSD50K,23.094,hard_neg:baby_cry
214356,214356,background,test,FSD50K,1.494,hard_neg:glass_dishes
214989,214989,background,test,FSD50K,7.84,hard_neg:scream_crowd
217138,217138,background,test,FSD50K,3.841,hard_neg:alarm
217806,217806,background,test,FSD50K,29.676,hard_neg:alarm
218843,218843,background,test,FSD50K,8.987,hard_neg:alarm
219246,219246,background,test,FSD50K,9.748,hard_neg:alarm
219307,219307,background,test,FSD50K,22.849,hard_neg:glass_dishes
219308,219308,background,test,FSD50K,15.233,hard_neg:alarm
219355,219355,background,test,FSD50K,6.625,hard_neg:alarm
220716,220716,background,test,FSD50K,11.804,hard_neg:alarm
222671,222671,background,test,FSD50K,0.81,hard_neg:scream_crowd
222763,222763,background,test,FSD50K,6.193,hard_neg:glass_dishes
22457,22457,background,test,FSD50K,5.226,hard_neg:alarm
22693,22693,background,test,FSD50K,26.436,hard_neg:baby_cry
22694,22694,background,test,FSD50K,12.147,hard_neg:baby_cry
22847,22847,background,test,FSD50K,4.331,hard_neg:alarm
232210,232210,background,test,FSD50K,3.17,hard_neg:alarm
232784,232784,background,test,FSD50K,2.657,hard_neg:alarm
232963,232963,background,test,FSD50K,2.867,hard_neg:alarm
23299,23299,background,test,FSD50K,13.427,hard_neg:glass_dishes
233062,233062,background,test,FSD50K,1.277,hard_neg:alarm
233067,233067,background,test,FSD50K,3.733,hard_neg:glass_dishes
233502,233502,background,test,FSD50K,3.288,hard_neg:alarm
233603,233603,background,test,FSD50K,1.5,hard_neg:alarm
233604,233604,background,test,FSD50K,1.014,hard_neg:alarm
234247,234247,background,test,FSD50K,17.321,hard_neg:alarm
23441,23441,background,test,FSD50K,2.534,hard_neg:alarm
234634,234634,background,test,FSD50K,27.954,hard_neg:alarm
234681,234681,background,test,FSD50K,9.42,hard_neg:alarm
234697,234697,background,test,FSD50K,0.967,hard_neg:alarm
235363,235363,background,test,FSD50K,8.705,hard_neg:alarm
235506,235506,background,test,FSD50K,5.611,hard_neg:alarm
235602,235602,background,test,FSD50K,1.836,hard_neg:glass_dishes
235605,235605,background,test,FSD50K,4.205,hard_neg:glass_dishes
235724,235724,background,test,FSD50K,24.448,hard_neg:glass_dishes
235962,235962,background,test,FSD50K,9.705,hard_neg:alarm
236291,236291,background,test,FSD50K,7.746,hard_neg:alarm
237022,237022,background,test,FSD50K,17.937,hard_neg:scream_crowd
237230,237230,background,test,FSD50K,6.786,hard_neg:glass_dishes
238209,238209,background,test,FSD50K,9.404,hard_neg:alarm
238561,238561,background,test,FSD50K,25.491,hard_neg:alarm
238562,238562,background,test,FSD50K,23.703,hard_neg:alarm
239006,239006,background,test,FSD50K,5.182,hard_neg:glass_dishes
240186,240186,background,test,FSD50K,8.344,hard_neg:baby_cry
241880,241880,background,test,FSD50K,17.75,hard_neg:glass_dishes
241921,241921,background,test,FSD50K,21.827,hard_neg:alarm
243654,243654,background,test,FSD50K,19.437,hard_neg:glass_dishes
244245,244245,background,test,FSD50K,20.541,hard_neg:glass_dishes
244456,244456,background,test,FSD50K,22.178,hard_neg:baby_cry
244500,244500,background,test,FSD50K,7.861,hard_neg:scream_crowd
245204,245204,background,test,FSD50K,7.528,hard_neg:glass_dishes
245445,245445,background,test,FSD50K,10.083,hard_neg:alarm
245500,245500,background,test,FSD50K,0.956,hard_neg:alarm
245639,245639,background,test,FSD50K,3.452,hard_neg:scream_crowd
245858,245858,background,test,FSD50K,2.251,hard_neg:glass_dishes
245860,245860,background,test,FSD50K,8.203,hard_neg:alarm
245940,245940,background,test,FSD50K,5.032,hard_neg:alarm
245943,245943,background,test,FSD50K,6.059,hard_neg:alarm
248256,248256,background,test,FSD50K,5.0,hard_neg:alarm
249538,249538,background,test,FSD50K,1.068,hard_neg:alarm
249835,249835,background,test,FSD50K,0.993,hard_neg:alarm
250853,250853,background,test,FSD50K,15.606,hard_neg:scream_crowd
251496,251496,background,test,FSD50K,17.942,hard_neg:alarm
251941,251941,background,test,FSD50K,12.799,hard_neg:baby_cry
25270,25270,background,test,FSD50K,24.157,hard_neg:scream_crowd
25293,25293,background,test,FSD50K,8.148,hard_neg:scream_crowd
25312,25312,background,test,FSD50K,18.005,hard_neg:scream_crowd
2539,2539,background,test,FSD50K,7.717,hard_neg:alarm
254146,254146,background,test,FSD50K,11.266,hard_neg:alarm
25458,25458,background,test,FSD50K,7.334,hard_neg:glass_dishes
254819,254819,background,test,FSD50K,4.207,hard_neg:alarm
254822,254822,background,test,FSD50K,21.334,hard_neg:alarm
255565,255565,background,test,FSD50K,8.393,hard_neg:glass_dishes
255856,255856,background,test,FSD50K,26.917,hard_neg:scream_crowd
257001,257001,background,test,FSD50K,3.941,hard_neg:alarm
257002,257002,background,test,FSD50K,8.0,hard_neg:alarm
257202,257202,background,test,FSD50K,5.486,hard_neg:alarm
257430,257430,background,test,FSD50K,13.781,hard_neg:alarm
257579,257579,background,test,FSD50K,5.948,hard_neg:scream_crowd
257711,257711,background,test,FSD50K,5.015,hard_neg:baby_cry
257858,257858,background,test,FSD50K,22.466,hard_neg:scream_crowd
258264,258264,background,test,FSD50K,14.876,hard_neg:alarm
259537,259537,background,test,FSD50K,4.134,hard_neg:alarm
260627,260627,background,test,FSD50K,11.755,hard_neg:alarm
260721,260721,background,test,FSD50K,28.574,hard_neg:glass_dishes
261838,261838,background,test,FSD50K,19.241,hard_neg:alarm
26228,26228,background,test,FSD50K,5.8,hard_neg:alarm
263078,263078,background,test,FSD50K,12.026,hard_neg:alarm
263680,263680,background,test,FSD50K,27.636,hard_neg:alarm
26385,26385,background,test,FSD50K,2.822,hard_neg:alarm
264377,264377,background,test,FSD50K,24.584,hard_neg:scream_crowd
264863,264863,background,test,FSD50K,16.0,hard_neg:alarm
266184,266184,background,test,FSD50K,21.714,hard_neg:scream_crowd
266185,266185,background,test,FSD50K,21.522,hard_neg:scream_crowd
266186,266186,background,test,FSD50K,23.506,hard_neg:scream_crowd
26728,26728,background,test,FSD50K,26.0,hard_neg:scream_crowd
268103,268103,background,test,FSD50K,16.902,hard_neg:scream_crowd
269395,269395,background,test,FSD50K,6.507,hard_neg:glass_dishes
270655,270655,background,test,FSD50K,25.766,hard_neg:alarm
271110,271110,background,test,FSD50K,27.82,hard_neg:alarm
271601,271601,background,test,FSD50K,6.394,hard_neg:baby_cry
271602,271602,background,test,FSD50K,3.157,hard_neg:baby_cry
271655,271655,background,test,FSD50K,1.663,hard_neg:glass_dishes
272093,272093,background,test,FSD50K,17.717,hard_neg:baby_cry
272216,272216,background,test,FSD50K,14.997,hard_neg:glass_dishes
273710,273710,background,test,FSD50K,4.972,hard_neg:scream_crowd
274682,274682,background,test,FSD50K,1.092,hard_neg:alarm
275580,275580,background,test,FSD50K,2.133,hard_neg:glass_dishes
275581,275581,background,test,FSD50K,4.417,hard_neg:glass_dishes
276965,276965,background,test,FSD50K,10.27,hard_neg:alarm
277032,277032,background,test,FSD50K,2.42,hard_neg:alarm
277033,277033,background,test,FSD50K,2.575,hard_neg:alarm
278108,278108,background,test,FSD50K,1.359,hard_neg:scream_crowd
28165,28165,background,test,FSD50K,29.148,hard_neg:alarm
29621,29621,background,test,FSD50K,2.942,hard_neg:alarm
29623,29623,background,test,FSD50K,5.13,hard_neg:alarm
30303,30303,background,test,FSD50K,30.015,hard_neg:alarm
31490,31490,background,test,FSD50K,18.347,hard_neg:alarm
315904,315904,background,test,FSD50K,20.84,hard_neg:alarm
316977,316977,background,test,FSD50K,6.972,hard_neg:alarm
317012,317012,background,test,FSD50K,13.866,hard_neg:glass_dishes
317075,317075,background,test,FSD50K,5.122,hard_neg:alarm
317330,317330,background,test,FSD50K,27.0,hard_neg:alarm
317533,317533,background,test,FSD50K,13.932,hard_neg:alarm
317664,317664,background,test,FSD50K,14.083,hard_neg:glass_dishes
31775,31775,background,test,FSD50K,7.435,hard_neg:alarm
320234,320234,background,test,FSD50K,19.15,hard_neg:alarm
320733,320733,background,test,FSD50K,20.958,hard_neg:glass_dishes
321832,321832,background,test,FSD50K,11.492,hard_neg:alarm
32320,32320,background,test,FSD50K,18.0,hard_neg:alarm
32321,32321,background,test,FSD50K,13.0,hard_neg:alarm
323238,323238,background,test,FSD50K,11.301,hard_neg:alarm
324423,324423,background,test,FSD50K,23.506,hard_neg:alarm
325534,325534,background,test,FSD50K,11.613,hard_neg:glass_dishes
325701,325701,background,test,FSD50K,29.257,hard_neg:alarm
326366,326366,background,test,FSD50K,23.996,hard_neg:scream_crowd
32653,32653,background,test,FSD50K,7.375,hard_neg:alarm
326645,326645,background,test,FSD50K,24.345,hard_neg:alarm
326978,326978,background,test,FSD50K,23.5,hard_neg:glass_dishes
327381,327381,background,test,FSD50K,5.5,hard_neg:alarm
327417,327417,background,test,FSD50K,2.5,hard_neg:alarm
327556,327556,background,test,FSD50K,9.0,hard_neg:glass_dishes
327668,327668,background,test,FSD50K,13.984,hard_neg:glass_dishes
328146,328146,background,test,FSD50K,10.972,hard_neg:glass_dishes
328541,328541,background,test,FSD50K,10.844,hard_neg:alarm
328758,328758,background,test,FSD50K,16.813,hard_neg:alarm
329978,329978,background,test,FSD50K,21.972,hard_neg:alarm
330300,330300,background,test,FSD50K,23.592,hard_neg:glass_dishes
330400,330400,background,test,FSD50K,29.284,hard_neg:alarm
330601,330601,background,test,FSD50K,8.092,hard_neg:alarm
330956,330956,background,test,FSD50K,22.863,hard_neg:alarm
331680,331680,background,test,FSD50K,21.25,hard_neg:alarm
331965,331965,background,test,FSD50K,7.759,hard_neg:glass_dishes
332162,332162,background,test,FSD50K,21.372,hard_neg:baby_cry
332563,332563,background,test,FSD50K,4.0,hard_neg:alarm
333659,333659,background,test,FSD50K,5.468,hard_neg:alarm
334982,334982,background,test,FSD50K,3.631,hard_neg:alarm
334987,334987,background,test,FSD50K,16.431,hard_neg:alarm
33563,33563,background,test,FSD50K,7.323,hard_neg:scream_crowd
33564,33564,background,test,FSD50K,19.549,hard_neg:scream_crowd
337754,337754,background,test,FSD50K,9.509,hard_neg:alarm
338168,338168,background,test,FSD50K,12.84,hard_neg:alarm
338321,338321,background,test,FSD50K,24.47,hard_neg:scream_crowd
339105,339105,background,test,FSD50K,0.77,hard_neg:alarm
339106,339106,background,test,FSD50K,0.77,hard_neg:alarm
339464,339464,background,test,FSD50K,6.875,hard_neg:glass_dishes
339471,339471,background,test,FSD50K,6.875,hard_neg:glass_dishes
339988,339988,background,test,FSD50K,20.0,hard_neg:alarm
340061,340061,background,test,FSD50K,24.0,hard_neg:alarm
340361,340361,background,test,FSD50K,13.824,hard_neg:scream_crowd
340883,340883,background,test,FSD50K,0.743,hard_neg:glass_dishes
340898,340898,background,test,FSD50K,5.202,hard_neg:alarm
340905,340905,background,test,FSD50K,0.743,hard_neg:alarm
341568,341568,background,test,FSD50K,24.288,hard_neg:scream_crowd
341579,341579,background,test,FSD50K,2.23,hard_neg:glass_dishes
341870,341870,background,test,FSD50K,0.951,hard_neg:alarm
